length,width,size,distance,class
68.8673,13.6842,2.6875,160.028,g
25.9206,17.5262,2.9413,159.673,g
26.7383,24.5031,2.7312,221.105,g
17.6821,10.7664,2.179,219.283,g
26.3148,18.4591,2.8274,117.24,g
48.8529,15.8477,2.7084,183.253,g
21.3638,7.0174,2.1383,82.2575,g
96.6184,34.4729,3.268,316.374,g
37.4896,25.0268,3.1722,44.8178,g
34.5936,22.723,2.9423,128.761,g
59.4,21.7998,2.9256,168.902,g
45.3424,21.6612,3.1103,267.265,g
34.969,20.997,3.0237,151.726,g
24.1251,15.3433,2.5366,28.6647,g
38.5065,15.7785,2.7384,115.612,g
35.4211,15.4772,2.7701,180.073,g
29.5667,6.472,2.5224,170.068,g
17.0052,11.2854,2.3979,169.947,g
39.7343,15.3465,2.9415,85.6564,g
24.5047,15.9642,2.5971,66.2908,g
45.4214,31.9009,3.5653,165.603,g
64.0218,25.0722,3.4972,258.743,g
16.9383,11.2215,2.2148,214.118,g
24.8161,22.8524,2.6309,140.985,g
23.57,14.8601,2.3971,166.971,g
94.4083,32.2394,3.8232,268.606,g
45.0329,32.2789,3.4412,65.7594,g
19.901,17.8679,2.499,245.623,g
29.4822,12.0109,2.7193,27.9532,g
21.7495,9.7791,2.2201,82.3431,g
79.2728,14.843,2.6618,248.13,g
24.9283,11.4785,2.3883,168.965,g
74.4788,20.9542,2.9985,220.248,g
19.3929,17.3868,2.4955,181.769,g
20.553,7.038,2.0881,99.9503,g
28.126,19.7273,2.7774,198.969,g
100.011,33.4215,4.0373,298.428,g
101.046,25.2519,3.0752,336.186,g
75.3249,31.1934,3.2191,246.753,g
30.8816,23.384,2.6201,129.171,g
22.0456,10.1047,2.1987,145.033,g
19.6449,14.8624,2.5024,162.777,g
27.4852,17.0142,2.6542,63.0075,g
87.3506,17.2324,2.9987,256.415,g
57.4045,31.0873,3.2531,302.484,g
113.164,35.688,2.9645,234.229,g
27.7368,18.6845,2.6753,163.284,g
85.5642,28.4458,3.1652,332.213,g
13.0265,11.1821,2.1717,153.748,g
17.4438,10.9177,2.1959,53.7308,g
16.3675,11.5917,2.4814,214.631,g
25.4425,14.4105,2.4969,164.61,g
39.0029,17.4096,2.7517,198.178,g
35.5608,22.0269,3.2682,183.182,g
103.335,50.5504,4.258,290.426,g
28.4732,6.8137,2.1461,66.7053,g
29.844,10.0809,2.3589,48.8985,g
25.8254,18.7991,2.7312,149.785,g
26.5225,16.311,2.7168,175.11,g
68.01,21.6258,3.1313,268.331,g
25.4646,14.9682,2.3811,26.8991,g
54.6633,18.9209,3.3003,213.287,g
15.615,11.3102,2.3201,207.34,g
64.4071,23.9433,3.3524,238.272,g
82.2052,37.4298,3.8189,390.94,g
100.591,20.344,3.1458,338.489,g
23.7562,15.4405,2.6048,250.624,g
12.654,11.7679,2.2516,213.987,g
31.7269,16.0554,2.4208,88.985,g
68.6177,25.6677,3.2476,215.015,g
72.0234,19.0296,3.0482,243.839,g
21.9585,16.0732,2.5563,220.263,g
30.6718,22.2139,2.7771,115.389,g
12.9336,11.1805,2.0952,208.143,g
13.0212,10.0513,2.2292,208.115,g
27.6126,9.1748,2.3683,257.979,g
36.7253,19.057,2.6618,255.321,g
20.8053,6.9185,2.0846,51.0699,g
13.2023,10.4981,2.1973,109.21,g
22.1393,10.9032,2.1875,116.486,g
59.1921,25.7827,3.344,222.931,g
92.2474,32.8513,3.4813,307.613,g
25.6579,9.6231,2.4764,86.7284,g
81.3604,29.3861,3.1695,278.53,g
42.1149,18.9718,2.8052,248.17,g
25.7808,18.8246,2.4601,203.166,g
44.7252,24.5245,3.1733,144.138,g
120.043,22.227,2.8567,139.291,g
85.9865,43.4833,3.7753,291.03,g
26.6887,15.1289,2.4793,139.757,g
39.5334,15.2625,2.7931,152.726,g
37.3397,20.437,2.8907,139.333,g
20.8299,12.9669,2.3334,135.771,g
46.8155,15.6726,2.9383,161.382,g
24.0061,17.6551,2.6053,149.701,g
77.7269,28.5435,3.6814,241.255,g
30.6536,13.2068,2.6212,86.9775,g
36.0145,12.4148,2.6101,159.995,g
31.3598,24.3563,2.7308,96.4856,g
32.9687,16.5013,2.7875,208.723,g
82.5295,21.5646,3.4733,247.044,g
70.7825,23.3308,3.051,320.674,g
67.8374,19.9017,3.2491,232.258,g
18.5274,10.46,2.2095,225.561,g
12.9697,9.9206,2.1833,121.243,g
35.4643,19.9744,3.1358,151.71,g
37.2286,33.108,3.1695,96.434,g
31.6388,12.6908,2.5126,43.6223,g
63.3926,31.8481,3.3035,123.099,g
36.6344,17.3591,2.8924,200.639,g
23.8218,15.636,2.5099,140.768,g
61.2527,23.0284,2.7328,257.389,g
27.5364,16.5294,2.5321,159.462,g
35.5154,29.0844,3.2052,117.028,g
20.6591,10.6619,2.3945,123.731,g
21.6208,16.5914,2.6698,230.005,g
25.4825,11.4624,2.4224,243.243,g
75.9663,27.2188,3.1582,276.025,g
45.952,36.6764,3.2163,143.65,g
109.8,34.3761,3.2403,120.453,g
30.5583,16.1245,2.5938,118.625,g
19.8356,11.4295,2.4116,130.39,g
96.7193,33.6874,3.9202,326.507,g
100.811,22.8565,3.0864,258.559,g
71.7635,26.8695,3.0099,266.944,g
59.2332,24.4358,2.9687,275.36,g
63.6221,25.8677,3.3082,269.896,g
20.2913,16.0196,2.4183,244.877,g
67.6806,23.3267,3.1096,306.255,g
27.6052,18.7673,2.6972,69.2419,g
22.5817,13.261,2.317,193.072,g
80.2224,27.2946,3.3912,258.047,g
50.3257,23.9416,3.1971,59.1285,g
109.723,51.1687,4.2302,283.833,g
19.2521,16.8339,2.4265,136.634,g
18.3173,17.0593,2.485,162.131,g
19.4338,12.9863,2.7672,211.967,g
66.2626,24.2483,3.3863,262.055,g
30.5327,21.6959,2.6248,188.344,g
59.4093,13.2252,2.7875,228.337,g
18.1344,14.6744,2.3664,150.231,g
26.5035,15.8468,2.6721,130.701,g
26.6768,17.3035,2.7168,230.364,g
48.5197,14.857,2.6165,279.304,g
36.5852,13.103,2.6021,208.037,g
29.0311,11.6158,2.3414,227.164,g
62.3485,22.7326,3.519,253.99,g
75.0465,22.0343,3.1343,276.47,g
55.7137,19.1975,2.9335,286.074,g
36.7352,16.8787,2.7105,201.479,g
20.0821,7.0172,2.2109,127.013,g
34.9632,20.9011,2.7885,203.146,g
56.8047,19.2567,2.6154,270.217,g
96.6464,12.2056,2.5112,101.752,g
21.7651,15.9545,2.4771,178.092,g
23.8255,12.5494,2.3464,76.502,g
42.2817,17.2856,2.7835,229.383,g
31.7974,17.4881,2.7931,214.053,g
103.881,45.33,4.2128,295.988,g
40.7847,19.3278,2.6289,146.76,g
41.736,16.3156,2.8825,192.753,g
17.2761,17.1898,2.5334,144.187,g
18.7961,10.2594,2.233,211.826,g
67.4091,28.3873,3.3531,306.06,g
58.0304,22.7795,3.1171,167.015,g
73.3377,18.7266,2.4425,226.93,g
66.1569,19.6319,3.2564,209.001,g
74.7986,20.0861,2.9757,308.865,g
51.0934,17.5743,2.9879,231.356,g
35.6777,16.7426,2.5922,190.688,g
47.1318,23.4848,3.5004,166.25,g
12.6701,11.7428,2.0394,189.34,g
80.3034,33.2955,3.5595,304.529,g
30.3767,18.4949,2.6222,267.751,g
22.0539,14.3441,2.451,136.538,g
12.6327,11.798,2.1945,45.6296,g
20.0686,14.4481,2.4786,128.512,g
69.8921,18.9497,2.8283,260.136,g
74.6212,30.3664,3.4638,267.433,g
36.5105,16.9973,2.7924,184.727,g
53.3101,13.6421,2.4249,203.782,g
90.6662,37.7353,3.5818,404.328,g
83.5017,31.1228,3.7774,249.712,g
20.8716,12.4093,2.3243,195.088,g
79.5024,26.5601,3.652,200.289,g
41.8269,26.368,3.0422,173.613,g
20.9847,12.5638,2.3253,237.504,g
17.6775,10.8143,2.3838,145.942,g
20.8415,7.157,2.07,221.375,g
39.003,15.8981,2.7832,235.549,g
35.5214,19.0795,2.7683,203.094,g
27.5027,16.8125,2.5763,124.451,g
21.4634,12.7096,2.4289,119.431,g
42.5173,29.0378,3.4363,85.2971,g
43.8606,16.1287,3.0348,221.468,g
12.9529,11.3125,2.1569,217.747,g
20.4556,10.9666,2.2856,229.161,g
42.1915,18.3556,2.8513,243.825,g
104.061,14.115,2.6527,197.501,g
26.7112,20.18,2.7284,80.2553,g
28.3612,21.333,3.0404,75.3015,g
49.8616,14.8833,2.7727,177.956,g
33.4245,19.2319,3.0092,45.957,g
23.145,14.3228,2.5843,219.329,g
24.5979,11.3337,2.4354,203.104,g
51.7407,18.9125,2.9289,229.027,g
34.7679,19.0203,2.6857,268.155,g
21.7529,6.7839,2.0881,154.555,g
17.8089,10.849,2.3284,94.9036,g
36.755,15.4828,2.5231,44.5238,g
12.6161,11.8178,2.3551,198.666,g
53.0133,14.0532,2.3395,188.356,g
19.3082,12.345,2.3551,189.053,g
26.4659,13.6913,2.608,114.136,g
26.9291,11.9546,2.4495,165.465,g
43.8753,29.479,3.6885,118.295,g
74.3997,38.0074,4.102,173.584,g
16.3137,11.4038,2.3365,181.856,g
44.2373,20.9611,2.8904,196.137,g
25.5298,12.2168,2.3856,128.087,g
76.8377,26.5769,3.5931,275.72,g
23.9367,16.2543,2.5581,68.2362,g
29.4713,13.4156,2.42,147.592,g
25.0206,21.1248,2.7976,99.7426,g
30.3621,11.6582,2.5629,244.256,g
44.1235,28.9088,3.0154,122.399,g
69.8372,25.6808,3.6243,276.058,g
29.972,19.2445,2.7505,187.841,g
47.3034,16.5317,3.0398,169.897,g
35.0935,14.411,2.6532,193.408,g
16.3214,10.697,2.3483,206.249,g
25.2017,10.3461,2.3191,172.782,g
27.1266,12.3249,2.5038,151.095,g
121.664,16.0865,2.5378,245.553,g
19.1154,11.6816,2.3962,124.917,g
41.8157,21.1334,2.8132,148.826,g
57.6135,18.5866,2.7686,227.546,g
12.9942,10.9338,2.1021,121.399,g
24.6014,12.8664,2.3793,216.952,g
31.3868,13.3409,2.8573,156.381,g
29.9525,16.7684,2.525,160.31,g
84.44,35.3814,3.742,353.441,g
30.1563,11.9646,2.5422,78.7342,g
35.6443,10.798,2.4281,235.789,g
24.0631,10.2463,2.4601,94.0879,g
32.8294,21.0659,2.7694,107.769,g
37.2895,21.5961,3.3735,145.565,g
50.1058,18.3299,3.1541,186.285,g
25.2208,0,2.0952,119.88,g
27.2212,6.9613,2.248,125.413,g
30.554,21.1807,2.7509,197.39,g
36.6617,15.5033,2.5746,224.069,g
32.8824,24.0868,3.0149,111.482,g
83.05,30.4017,3.6171,314.937,g
27.1734,11.315,2.4564,144.482,g
50.4857,20.4715,3.1313,267.817,g
51.0077,25.2429,2.734,256.3,g
76.6675,16.8769,3.1204,250.993,g
26.2738,11.9961,2.6085,54.3626,g
40.9677,20.7897,2.9685,218.327,g
32.2029,27.8573,2.9974,148.293,g
30.7972,17.3984,2.7782,187.293,g
47.3911,29.5763,3.4302,202.704,g
77.0437,26.1472,3.2184,245.945,g
98.0186,38.7657,3.2832,310.841,g
84.9631,27.0242,2.9993,263.646,g
43.287,12.0395,2.4281,232.854,g
25.9323,17.9622,2.7462,260.99,g
60.0737,18.208,3.1339,250.575,g
26.1516,17.4999,2.792,153.697,g
53.238,20.45,3.0406,235.78,g
42.7448,17.6601,2.7412,252.14,g
61.5175,26.4775,3.3753,211.047,g
29.6626,9.2293,2.4125,83.588,g
90.2839,16.6147,2.8089,257.629,g
79.6714,32.2921,3.4282,333.05,g
13.0679,10.7972,2.1287,273.662,g
62.159,26.5286,3.1909,276.898,g
32.3526,18.7973,2.8106,181.884,g
22.4885,16.0269,2.6959,55.5981,g
20.9103,15.2311,2.4487,101.877,g
75.6877,16.5181,2.8089,248.181,g
21.0071,14.9404,2.4487,190.163,g
52.5964,25.6208,2.9518,255.029,g
66.5198,22.7195,3.038,261.514,g
32.6603,21.8534,2.8176,105.747,g
57.4159,17.4763,2.8344,202.665,g
34.6692,20.9534,3.0631,219.968,g
33.3046,14.5828,2.5569,187.749,g
53.5082,19.9123,3.2121,247.388,g
37.9626,15.9992,2.7825,140.294,g
117.688,13.7609,2.9292,208.952,g
17.173,10.9256,2.2718,161.621,g
110.1,13.1992,2.8357,251.595,g
66.4672,35.612,3.2838,276.744,g
59.4021,29.7172,3.1579,269.14,g
20.5372,7.2564,2.0233,140.618,g
27.1627,17.707,2.616,168.73,g
44.8094,25.0454,2.9167,216.643,g
156.37,32.9325,3.3676,252.137,g
56.6734,13.6681,2.618,255.548,g
57.6944,18.316,3.0273,178.102,g
31.6204,14.3757,2.7462,199.363,g
133.596,35.5859,3.0312,230.868,g
22.3633,17.0705,2.5145,92.7694,g
97.2271,25.0848,3.4646,369.853,g
13.9473,8.8242,2.3454,66.1659,g
84.5714,19.5962,3.238,192.529,g
50.0814,21.3068,3.1225,127.361,g
113.486,32.2434,3.4706,327.433,g
103.799,41.6904,4.213,280.41,g
21.0617,12.0636,2.4601,106.71,g
43.515,14.3182,2.8075,273.148,g
81.2756,29.4681,3.2469,311.874,g
91.7353,36.0231,3.4097,313.171,g
20.2662,7.1979,2.1446,118.057,g
20.7693,10.3513,2.3054,298.109,g
61.7228,22.3597,3.5276,251.614,g
36.9453,12.8993,2.5593,154.759,g
36.3631,19.8916,2.8085,172.348,g
18.9249,9.182,2.2833,184.019,g
19.0605,9.8311,2.2967,80.2072,g
68.222,13.291,2.8179,240.263,g
62.1376,23.3124,3.3193,250.738,g
73.6582,27.5359,3.5329,290.962,g
24.8408,14.8699,2.6459,47.3296,g
63.1451,20.0494,2.8555,222.1,g
18.423,12.554,2.5058,146.477,g
129.756,31.1928,3.1814,271.929,g
28.738,12.184,2.5484,164.826,g
38.4475,14.7924,2.4456,94.833,g
28.2788,13.7217,2.5664,145.391,g
19.8912,16.7321,2.3355,102.645,g
123.987,17.4709,2.7906,351.038,g
46.2893,12.3993,2.8651,280.2,g
66.0346,11.7658,2.6212,201.544,g
78.8829,27.055,3.4497,291.219,g
30.6525,18.9983,2.7774,27.187,g
37.2618,13.9046,2.695,230.953,g
48.9319,19.9172,3.1913,235.795,g
48.8366,22.2845,2.9802,278.888,g
80.2574,22.0414,3.0671,335.755,g
45.6239,17.151,3.0269,150.746,g
12.3934,12.0919,2.2,176.064,g
81.244,42.1421,3.7943,190.598,g
44.5093,14.7591,2.721,195.217,g
51.0625,21.492,3.1045,159.512,g
72.4802,30.4155,3.8673,241.578,g
15.8465,11.8639,2.2718,199.131,g
51.326,17.6006,3.0554,247.871,g
47.3469,11.7963,2.596,82.2643,g
20.9445,7.127,1.9978,44.6987,g
106.087,18.9681,2.9225,250.174,g
35.6588,23.4655,3.1214,50.4624,g
26.9787,13.9285,2.5224,35.0255,g
61.8217,14.0563,2.4116,252.886,g
23.3073,17.421,2.444,218.544,g
37.8758,15.6684,2.9516,165.182,g
90.663,35.1567,3.2034,348.961,g
52.3941,19.6636,3.38,174.065,g
26.7604,16.6151,2.5065,128.879,g
26.7045,9.9059,2.4807,180.696,g
32.7643,20.1371,2.8331,228.147,g
68.9157,7.9361,2.2201,185.545,g
50.704,11.6095,2.608,173.184,g
39.3034,16.2019,2.6299,203.765,g
78.5832,31.9728,3.3153,215.234,g
60.9046,20.4221,3.1955,235.034,g
30.7178,11.253,2.4594,244.438,g
12.9176,11.1995,2.224,73.1766,g
20.4624,7.0807,2.0881,107.286,g
69.6783,12.7037,2.6675,205.687,g
16.6056,11.4797,2.233,257.161,g
28.3463,13.4075,2.4433,169.642,g
91.4258,25.4403,3.8901,245.109,g
26.1423,15.0354,2.6707,223.475,g
18.0165,17.3877,2.4871,155.34,g
33.1412,18.2692,2.8695,143.47,g
19.7308,18.5745,2.3314,141.174,g
28.9813,20.9051,2.9405,108.966,g
55.3617,33.223,2.7983,351.557,g
40.8191,35.1622,2.7716,212.424,g
36.0474,9.6582,2.5993,87.9567,g
61.0765,22.1349,2.9317,183.489,g
84.7669,25.0483,2.9009,184.752,g
12.6594,11.7413,2.1351,227.711,g
57.9453,31.8343,3.271,260.734,g
13.2301,10.5832,2.1383,246.042,g
36.1546,7.3768,2.3608,81.2112,g
29.8441,16.2333,2.4742,198.973,g
77.7337,30.2057,3.926,233.125,g
69.6868,32.5131,3.2821,362.994,g
49.4996,20.1666,2.9682,183.153,g
13.2009,10.4273,2.3064,121.953,g
17.2568,11.1001,2.2695,136,g
97.6967,38.7353,3.7623,369.88,g
12.9947,10.7499,2.1688,179.693,g
53.6201,20.2256,2.6547,158.948,g
41.7719,24.6557,3.2041,166.835,g
34.9377,24.2443,2.6744,153.326,g
55.0058,19.5329,3.3413,252.719,g
38.2724,15.6283,2.9047,271.433,g
26.8184,13.5756,2.6449,212.74,g
45.6204,33.144,3.2983,280.958,g
88.9818,30.85,3.2423,320.377,g
31.5758,26.4066,2.8552,122.925,g
78.1631,27.3822,3.3964,241.698,g
93.6783,37.3368,4.0157,286.915,g
21.0834,16.5408,2.6015,106.31,g
53.0719,22.5881,2.9467,139.592,g
17.9174,10.8499,2.3263,105.688,g
23.2781,12.7693,2.4533,200.442,g
30.3343,20.6495,2.6739,112.46,g
20.017,9.5305,2.2175,90.3746,g
16.5612,11.5193,2.2601,98.5799,g
18.9645,12.9814,2.527,187.018,g
18.3027,7.4384,2.1629,158.255,g
96.1,21.5383,3.1321,251.347,g
18.6569,12.3497,2.4793,199.352,g
82.7995,19.4289,3.0856,237.808,g
77.3322,27.6013,3.5761,226.555,g
39.0165,23.3996,3.1053,139.102,g
28.4057,21.1799,3.0077,153.271,g
71.828,25.1169,3.2619,238.194,g
21.0807,6.8859,2.1508,230.809,g
35.059,9.7044,2.5635,237.858,g
59.1733,30.5268,3.6819,266.12,g
59.4409,21.1101,3.2783,252.332,g
47.2489,18.8375,2.9151,199.989,g
64.3999,31.2076,3.2383,248.691,g
41.8138,22.462,2.7828,106.332,g
30.5117,11.0617,2.4014,44.5039,g
27.6918,9.9536,2.3847,113.551,g
26.826,16.5478,2.8119,179.808,g
36.0763,24.2552,3.0467,144.012,g
21.6029,0,2.1319,198.918,g
25.9857,18.4585,2.5231,190.33,g
54.6986,27.7552,2.9621,278.165,g
44.5095,21.3266,2.9467,203.496,g
30.244,26.4647,2.7589,138.822,g
38.6092,24.3726,3.1016,187.851,g
42.027,19.8294,2.5378,118.085,g
19.5744,16.3541,2.3464,184.472,g
70.8145,27.9615,3.6166,253.346,g
45.2953,10.8189,2.7392,230.252,g
21.1504,10.6335,2.281,132.148,g
21.034,7.0887,2.1889,140.607,g
24.1889,0.0037,2.1508,210.212,g
63.4767,28.9711,3.3728,213.129,g
98.5879,31.7271,2.7189,391.958,g
35.2812,21.2289,3.1204,167.011,g
74.664,28.3225,3.3298,248.385,g
19.1301,9.0426,2.2833,208.724,g
24.0789,11.8664,2.6294,161.42,g
87.3876,29.3532,3.6577,177.608,g
23.2473,18.4047,2.6839,75.377,g
36.1806,17.9444,2.6015,179.442,g
54.8072,22.3495,2.7259,311.553,g
40.8823,12.2532,2.7578,195.086,g
36.6127,15.1914,2.5927,201.711,g
35.3463,17.0601,3.0523,216.975,g
46.2564,19.1547,2.9609,161.699,g
12.9884,10.72,2.2055,161.675,g
101.551,27.5733,3.7108,319.759,g
21.0532,10.5069,2.2014,181.272,g
29.8389,14.5906,2.6503,238.473,g
31.3363,10.0005,2.4456,138.553,g
16.5314,11.1284,2.3874,67.0224,g
19.0738,10.1021,2.2148,195.949,g
21.7283,10.6288,2.3139,217.683,g
97.2091,33.2444,4.0381,282.715,g
36.5188,19.7845,2.4571,212.519,g
35.8368,16.2619,2.549,268.22,g
71.0871,24.7024,2.9795,285.288,g
38.2371,19.4698,2.9393,140.594,g
33.9295,12.1658,2.5296,73.3097,g
22.3966,15.2822,2.4425,118.244,g
41.1185,15.2694,2.5126,109.509,g
60.4957,17.6753,2.938,113.182,g
39.018,16.3085,2.749,178.978,g
29.7859,16.8267,2.5017,220.873,g
31.1773,20.1391,2.8666,131.335,g
18.8375,11.9932,2.472,242.418,g
40.3693,10.5989,2.7756,156.924,g
35.8815,16.4234,2.4997,166.373,g
22.0734,16.2121,2.5883,181.276,g
28.1264,22.3366,2.863,22.5963,g
24.1044,10.5084,2.4322,111.337,g
62.707,11.8072,2.616,246.644,g
33.5218,26.0405,3.4344,112.325,g
62.4538,20.9787,3.1475,256.989,g
32.8932,14.7584,2.5763,214.958,g
25.2587,0,2.2162,138.91,g
34.7527,16.3799,2.6212,158.12,g
21.4824,12.6292,2.3253,71.743,g
60.9972,16.1369,3.0851,208.7,g
32.3086,21.2245,2.8373,154.793,g
31.3719,23.3887,3.071,90.0006,g
48.8058,34.6768,3.6885,116.025,g
19.3627,7.4401,2.0737,111.753,g
55.9732,14.3168,2.7202,251.922,g
21.3428,16.2565,2.42,131.011,g
34.7547,15.8012,2.8192,176.077,g
51.9877,17.7295,2.836,224.906,g
17.941,7.4752,2.2889,105.236,g
22.4868,10.2285,2.4241,194.343,g
27.3488,19.4246,2.7474,185.712,g
26.8176,15.9384,2.485,214.316,g
30.5265,17.9152,2.7945,45.7957,g
37.5974,13.5298,2.4942,173.08,g
53.9881,17.591,2.8423,237.018,g
32.752,11.6661,2.4175,158.232,g
111.923,20.6943,2.8426,267.816,g
21.3424,10.1083,2.2788,158.054,g
27.2242,15.6492,2.6551,179.184,g
106.419,36.7662,3.9834,340.782,g
83.381,26.181,3.4373,347.909,g
22.1774,6.6565,2.1189,88.5302,g
23.9257,15.9532,2.5065,99.9141,g
13.0301,11.1805,2.1351,146.661,g
31.0187,15.6989,2.3253,146.454,g
34.8629,20.5725,3.1017,91.5397,g
25.4438,16.3217,2.5605,112.254,g
38.8245,16.474,2.7899,254.646,g
16.9741,15.6818,2.3304,138.537,g
26.3469,16.3506,2.6893,142.128,g
71.5951,19.3552,3.1949,210.646,g
21.4181,6.9042,2.0473,38.3559,g
24.5434,15.9465,2.3191,152.957,g
77.7161,30.1417,3.8886,261.15,g
104.323,68.6842,4.3813,340.434,g
60.1777,22.4696,3.1116,246.783,g
28.1749,12.494,2.4526,97.1298,g
67.7679,22.5004,3.4059,252.267,g
60.0265,19.5911,3.0362,136.368,g
66.0494,19.0231,2.4893,271.724,g
57.2663,15.509,2.7292,199.807,g
35.0877,26.2968,3.0288,166.335,g
48.2002,25.6478,2.76,301.244,g
38.97,19.5489,2.8865,136.613,g
81.1205,30.8274,3.3071,308.79,g
27.4953,16.4672,2.5112,161.221,g
26.9416,9.7191,2.2467,91.5343,g
34.737,23.5412,3.0175,84.4406,g
27.009,12.9943,2.6632,133.806,g
14.3875,11.5851,2.3766,193.225,g
107.246,62.9248,4.4209,307.667,g
30.7144,21.3005,3.1342,55.8725,g
12.9091,11.2356,2.2516,224.628,g
36.5576,21.8014,2.9263,178.317,g
18.8857,7.3566,2.2911,186.627,g
43.2815,8.7109,2.2068,255.658,g
61.672,17.609,2.8814,230.721,g
67.5024,20.0193,3.162,221.556,g
32.9844,17.0734,2.5647,176.512,g
20.5786,7.1865,2.1746,94.4891,g
31.0843,6.1756,2.3979,150.605,g
93.0034,28.1488,3.6363,293.818,g
77.6049,18.3815,3.0222,263.572,g
38.7378,16.5018,2.7551,152.567,g
25.4947,23.168,2.3414,394.213,g
67.8904,32.9046,3.2645,243.435,g
24.6574,18.8849,2.7443,188.546,g
88.0102,44.629,3.9169,290.816,g
56.7558,19.1792,2.9325,304.471,g
32.8908,13.6784,2.5635,246.615,g
27.5203,11.1225,2.3598,151.036,g
19.1504,7.4601,2.317,188.706,g
38.0888,27.8921,2.9715,135.323,g
12.6243,9.2136,2.2467,57.7961,g
38.8055,20.8356,3.0611,170.349,g
29.638,22.3916,2.7871,89.6726,g
24.1451,19.6937,2.4764,131.716,g
75.5502,29.2845,3.5567,339.732,g
27.3437,9.4993,2.4338,236.929,g
55.8123,16.9689,2.9872,218.377,g
30.3325,23.707,2.7608,45.3717,g
82.6686,15.6,2.6439,272.448,g
25.8231,11.662,2.4886,114.08,g
68.2371,16.9432,2.9101,149.58,g
25.4758,16.9708,2.7789,195.541,g
38.1652,23.3782,2.9452,170.923,g
55.2926,13.3843,2.8636,200.338,g
17.8476,10.4929,2.2742,65.015,g
26.4947,9.9971,2.3738,237.488,g
19.5927,10.2759,2.2856,130.786,g
50.5199,17.5663,2.9692,241.873,g
59.5295,13.4897,2.8534,230.314,g
44.8602,14.8309,2.993,237.141,g
19.3191,10.0015,2.2601,259.82,g
23.856,12.2327,2.4346,219.953,g
96.5421,40.3366,3.4214,250.817,g
26.4516,0.0001,2.2443,171.256,g
22.3732,10.8996,2.4057,224.699,g
59.3081,11.0487,2.6906,228.843,g
23.4405,12.4016,2.7059,153.35,g
39.7281,12.2391,2.8932,199.824,g
86.2691,27.2268,3.5583,263.009,g
19.6111,12.9182,2.3701,111.311,g
51.0702,18.5098,2.9521,257.949,g
44.6982,24.4149,3.0915,116.027,g
38.6526,18.266,2.7839,214.182,g
30.4555,12.3082,2.5557,240.721,g
41.5547,17.8223,2.8768,174.026,g
19.326,9.8381,2.2529,205.057,g
31.4164,23.2328,2.8588,180.392,g
39.4987,14.016,2.7832,141.834,g
40.197,23.2498,2.7352,77.47,g
26.1561,19.8247,2.5139,169.797,g
29.8766,18.9538,2.8011,70.067,g
32.9078,11.7753,2.5185,106.009,g
81.2135,18.773,3.0981,258.158,g
13.3184,9.929,2.2055,70.596,g
31.0316,15.7052,2.86,151.222,g
23.0429,18.0175,2.7324,175.716,g
118.287,14.0713,2.8814,266.558,g
36.8715,17.2797,2.8549,133.207,g
46.7381,15.3034,2.9886,211.05,g
32.3974,15.682,2.6946,188.096,g
18.9949,7.009,2.2418,225.182,g
90.3223,27.2951,3.6603,281.179,g
37.9172,13.9362,2.6679,145.315,g
89.7764,39.5971,3.3517,358.216,g
37.7007,17.0048,3.0883,156.691,g
28.653,14.7728,2.4548,201.026,g
78.6393,16.803,3.006,233.27,g
54.0852,22.1805,3.1256,224.593,g
97.7959,28.0811,3.6101,324.538,g
21.9962,15.6651,2.3664,51.7418,g
29.2191,12.5891,2.5139,88.4362,g
17.0101,11.2578,2.3139,189.774,g
49.4921,16.7337,3.0015,247.394,g
24.312,11.9028,2.5105,229.883,g
12.7102,11.6825,2.0314,119.839,g
16.8441,11.4183,2.1959,162.356,g
57.5604,14.7616,2.4976,148.611,g
81.8961,21.7384,3.4041,244.116,g
64.0879,15.0473,2.7084,237.162,g
84.1573,35.7226,3.5688,359.619,g
19.4266,12.1487,2.4541,198.974,g
27.055,12.083,2.3212,134.374,g
92.9989,20.7279,3.2358,286.977,g
38.4177,24.529,3.3339,119.63,g
25.8379,10.5903,2.4257,74.3439,g
29.3039,20.1568,2.525,166.381,g
31.8987,23.787,2.9462,149.742,g
63.6598,28.7648,3.1871,225.779,g
65.9396,25.0772,3.4851,209.954,g
21.8627,9.4429,2.29,103.146,g
70.3213,17.4122,2.8567,312.673,g
18.0375,15.5268,2.617,208.358,g
62.3214,22.336,2.9868,290.201,g
27.5346,17.1474,2.6637,99.1698,g
52.3259,37.4732,3.3359,152.499,g
12.7187,11.6768,2.0626,248.427,g
25.2616,9.9929,2.6227,253.297,g
70.5426,13.0408,2.711,190.519,g
60.2834,20.7085,2.96,269.191,g
18.1621,17.0217,2.4495,206.629,g
102.698,43.7581,3.9838,226.243,g
88.7589,23.1967,3.1999,265.285,g
43.0769,17.081,2.721,165.809,g
32.1456,20.0292,2.5664,180.59,g
19.9724,9.5513,2.2175,207.526,g
40.1211,12.6981,2.5024,190.449,g
24.3793,11.7661,2.6053,240.808,g
31.9031,23.5254,2.8146,113.319,g
12.4704,12.0014,2.1319,121.373,g
66.2708,21.1399,3.1064,307.171,g
50.9098,21.7903,3.476,199.564,g
30.3022,10.9742,2.3627,249.363,g
91.4628,32.5726,3.5434,381.867,g
103.705,45.7592,4.1844,226.374,g
89.7222,23.8906,3.5741,235.462,g
